subject	activity	actid	tbodyaccmeanxmean	tbodyaccmeanymean	tbodyaccmeanzmean	tgravityaccmeanxmean	tgravityaccmeanymean	tgravityaccmeanzmean	tbodyaccjerkmeanxmean	tbodyaccjerkmeanymean	tbodyaccjerkmeanzmean	tbodygyromeanxmean	tbodygyromeanymean	tbodygyromeanzmean	tbodygyrojerkmeanxmean	tbodygyrojerkmeanymean	tbodygyrojerkmeanzmean	tbodyaccmagmeanmean	tgravityaccmagmeanmean	tbodyaccjerkmagmeanmean	tbodygyromagmeanmean	tbodygyrojerkmagmeanmean	fbodyaccmeanxmean	fbodyaccmeanymean	fbodyaccmeanzmean	fbodyaccmeanfreqxmean	fbodyaccmeanfreqymean	fbodyaccmeanfreqzmean	fbodyaccjerkmeanxmean	fbodyaccjerkmeanymean	fbodyaccjerkmeanzmean	fbodyaccjerkmeanfreqxmean	fbodyaccjerkmeanfreqymean	fbodyaccjerkmeanfreqzmean	fbodygyromeanxmean	fbodygyromeanymean	fbodygyromeanzmean	fbodygyromeanfreqxmean	fbodygyromeanfreqymean	fbodygyromeanfreqzmean	fbodyaccmagmeanmean	fbodyaccmagmeanfreqmean	fbodybodyaccjerkmagmeanmean	fbodybodyaccjerkmagmeanfreqmean	fbodybodygyromagmeanmean	fbodybodygyromagmeanfreqmean	fbodybodygyrojerkmagmeanmean	fbodybodygyrojerkmagmeanfreqmean	angletbodyaccmeangravitymean	angletbodyaccjerkmeangravitymeanmean	angletbodygyromeangravitymeanmean	angletbodygyrojerkmeangravitymeanmean	anglexgravitymeanmean	angleygravitymeanmean	anglezgravitymeanmean	tbodyaccstdxmean	tbodyaccstdymean	tbodyaccstdzmean	tgravityaccstdxmean	tgravityaccstdymean	tgravityaccstdzmean	tbodyaccjerkstdxmean	tbodyaccjerkstdymean	tbodyaccjerkstdzmean	tbodygyrostdxmean	tbodygyrostdymean	tbodygyrostdzmean	tbodygyrojerkstdxmean	tbodygyrojerkstdymean	tbodygyrojerkstdzmean	tbodyaccmagstdmean	tgravityaccmagstdmean	tbodyaccjerkmagstdmean	tbodygyromagstdmean	tbodygyrojerkmagstdmean	fbodyaccstdxmean	fbodyaccstdymean	fbodyaccstdzmean	fbodyaccjerkstdxmean	fbodyaccjerkstdymean	fbodyaccjerkstdzmean	fbodygyrostdxmean	fbodygyrostdymean	fbodygyrostdzmean	fbodyaccmagstdmean	fbodybodyaccjerkmagstdmean	fbodybodygyromagstdmean	fbodybodygyrojerkmagstdmean
8	WALKING_DOWNSTAIRS	3	NA	NA	0.283484089210526	0.0511579248518519	-0.1025683292	0.123783367772727	0.086881932137931	-0.115486331503333	-0.148662277518519	0.249560519	0.176481860222222	0.0454103259047619	0.132824579373077	0.0323066873291667	0.0730163790454545	-0.188685186925786	-0.104813077464286	-0.0900888727121212	-0.10343152015625	-0.00180008282758621	0.140356360644444	-0.0371313066178571	0.0064129751544	0.0558134818956522	-0.0381630250357143	-0.00103824605	0.105069609933333	0.078435566662069	0.0557494098421053	0.0395282688592593	-0.0483746924782609	0.02810028755	-0.147760785714286	-0.196588473535714	-0.08440349568	-0.452659418333333	-0.532385349989143	-0.5027692155	-0.2186529196	-0.22771561814	-0.0697645161875	-0.201606385066667	-0.2989985965	-0.38688750740625	-0.3649516995625	-0.3827852229	-0.44107858528125	-0.450116092621622	-0.515754935151515	-0.459612578611111	-0.430243723	-0.438946764714286	-0.447701976572813	-0.0274563176709677	-0.0842417195026316	-0.0895097688777778	0.0747607892413793	-0.119872773723333	0.120863703215	-0.243943976476667	-0.394467855454545	-0.58076854246875	0.171031845204545	0.180960423680952	0.143946153181818	0.068797640326087	0.02257022384	0.0234609595714286	-0.192557182814815	-0.0551833535	-0.136837731434783	-0.106212586233333	-0.0127343666071429	0.0273535361583333	0.200233188954545	0.188887348086957	0.163789890334483	0.0206774162416667	0.04942254925	-0.00596157000370371	-0.1865435316	-0.257653368962963	-0.0521795273448276	-0.177091874692308	-0.194481944205882	-0.4572268444
8	SITTING	4	NA	NA	0.267491472934783	0.169174352862069	0.0528588900137931	0.0293515792758621	-0.302174637026316	-0.589086510666667	-0.869383769777778	-0.970921035777778	-0.958496389318182	-0.884845935555556	0.0766082599259259	0.027860848775	0.0787996511	0.0401565573133333	-0.0528100449	-0.903589528622222	-0.792051855952381	0.0489815775655172	-0.0937825018806061	-0.158627225526316	-0.247361499034483	-0.725968708710526	-0.522853413468421	-0.440163551628571	-0.513053978146341	-0.645547632295455	-0.76958219035	-0.668109418239024	-0.488572168426829	-0.5274797602	-0.99420376	-0.994870720652174	-0.990858009565217	-0.747473763170732	-0.670564443157895	-0.613204567368421	-0.998998271086956	-0.984172420434783	-0.978068705217391	-0.969308375333333	-0.917015503652174	-0.4926201792	-0.465812954514286	-0.7135657417225	-0.941152182813954	-0.89667914073913	-0.945960519333333	-0.948545317826087	-0.995459852666667	-0.976901560717391	-0.999619407173913	-0.0165774646809524	-0.0919011319391304	-0.926641974533333	0.0887290053846154	0.100254846093333	-0.0549214111081081	-0.919524378444444	-0.896776035369565	-0.864811294488889	-0.922575637272727	-0.8628777696875	-0.0327382527586207	0.0639686134137931	0.0583521151032258	0.0033404254	-0.0249117607545455	-0.00531452206666667	-0.943350396363636	-0.792118760465116	0.092890329825	-0.206461827257143	-0.394061307487179	-0.570136469702439	-0.700525281772727	-0.826914329777778	-0.869900888565217	-0.988399813913043	-0.994560405652174	-0.993216193043478	-0.996948489782609	-0.979223099565217	-0.883743360217391	-0.376226494186487
8	STANDING	5	NA	NA	0.279620986111111	0.0287805436666667	0.149788917945946	0.0240917653714286	-0.942792613653846	-0.839219320113208	-0.923650761458333	-0.780647882222222	-0.474973213142857	0.142284654242424	0.0971726410914286	-0.00888876072894737	-0.0121307013483871	0.047088998015625	-0.117048237244186	-0.679500602895833	-0.842239700423077	0.035270540465625	-0.224569165636364	-0.369039604972222	-0.36024145644375	-0.519213057522727	-0.52454216627027	-0.407691483133333	-0.757832780490196	-0.84249498538	-0.831643870603774	-0.43275842845	-0.384279253184211	-0.297416341681818	-0.991595984259259	-0.991940861851852	-0.98771145962963	-0.674721956431818	-0.52055576021	-0.640956420882353	-0.993204766111111	-0.986592624259259	-0.978397194814815	-0.895713953833333	-0.838711393264151	-0.589231600908333	-0.508511437346939	-0.903787014137255	-0.929553110740741	-0.979867377884615	-0.920184990944445	-0.95036808930566	-0.96817336537037	-0.983417988113208	-0.969401408518519	-0.018667706452	-0.105107936388889	-0.974294066843137	0.08144282744	0.159851524157895	0.000660746000000002	-0.6708984902	-0.547582924888889	-0.21659423625	0.446928670344828	0.560659911875	0.412949106451613	0.00318601305609756	-0.1288067833	-0.177632409153191	0.0270285833047619	-0.190704979213636	-0.674268190268293	-0.772757599188462	0.0566942185454545	-0.578383010725581	-0.534946417372	-0.753922389577778	-0.905420366060784	-0.888803011462963	-0.956469898703774	-0.989671475555556	-0.990839895740741	-0.988137270555556	-0.995161917407407	-0.983270715740741	-0.809457521886792	-0.537351074883721
8	LAYING	6	NA	-0.2210314215	0.26448723462963	0.0942177294266667	0.154364197562424	0.100287422173667	-0.76607819	-0.819365772156863	-0.783692637980392	-0.772610084693878	-0.705197791351351	-0.00728582085714286	0.0652294950588235	0.123276641676471	0.0535841871974359	0.0711311374677419	0.0232093714444444	-0.678906507608696	-0.7723408417	0.0921276348387097	-0.216821635230769	-0.280589911515	-0.440914742768372	-0.493946460076744	-0.526254511093023	-0.540862975177778	-0.621277958395745	-0.621730716104167	-0.706593236821569	-0.521253686414634	-0.397346227674419	-0.358512534675676	-0.992322142037037	-0.992763592777778	-0.989694747592593	-0.752781685510204	-0.62244717826087	-0.57130244026087	-0.997460664444444	-0.974922866296296	-0.971142927962963	-0.977874396296296	-0.904353805351852	-0.401591775636364	-0.221773406502632	-0.77328111	-0.848025475754717	-0.91451188545098	-0.909276978703704	-0.973986344807692	-0.942308533792453	-0.972344934807692	-0.946215224075472	-0.0194136972229167	-0.0910064149862963	-0.884753289074074	0.105095433306061	0.115973230518919	0.022666136115	-0.733097819117647	-0.645668581479167	-0.497046148888889	0.3595108725	0.794306094137931	0.586274104516129	-0.0427634148064865	-0.0880284580526316	-0.160240362097561	0.11847801169697	-0.00145228162444445	-0.604074132380952	-0.756030153941176	0.0517906406388889	-0.501634336515319	-0.636267063164667	-0.568672955387755	-0.785781326192308	-0.859528057782353	-0.867399416283019	-0.980782114444444	-0.985060029444444	-0.985105832037037	-0.99625260537037	-0.972170205	-0.922321460943396	-0.205006791926316
9	WALKING	1	NA	NA	0.278502842115385	-0.00140020725641025	-0.0335352500789474	0.0688354491428571	-0.490322845102041	-0.836897890444444	-0.717618414117647	-0.368088585120408	-0.382223498304348	-0.387337087284615	0.0248460024	0.037677306365625	0.117169621063889	0.0899870766176471	-0.0276015832368421	-0.376202128926531	-0.157806658974359	0.17868205723	-0.0419730917358974	-0.0888542871470588	0.059152466271875	-0.247693059815217	-0.294320524331915	-0.259812068285714	-0.582402164565217	-0.506176746418605	-0.246120178675	-0.54015126158	-0.556720728235294	-0.467384279104167	-0.807130900384615	-0.794389642884615	-0.799873051538462	-0.43958382568	-0.488727800980196	-0.534165353857143	-0.834275560576923	-0.824668674038462	-0.8454114325	-0.664054252307692	-0.516772379807692	-0.631294302365385	-0.636313036382979	-0.141999365	-0.25063000804878	-0.288777942182326	-0.25219285247619	-0.288858951070455	-0.279352635440909	-0.292354465829787	-0.3609535360625	-0.0236477681544186	-0.0927194763084423	-0.207542925423077	0.075301746272973	0.0720949841212121	-0.00633754233589744	-0.912666213269231	-0.899310189230769	-0.803550848039216	-0.217211789802326	-0.219281509378788	0.069072388125	0.129299865640625	0.0845022914054054	0.0746998109181818	0.08569837440375	0.0479872699655172	-0.470295526659574	-0.28675452	0.1827164241	-0.039861223	-0.05503427453125	0.0371653356351351	-0.106865734764706	-0.043436018974359	-0.201912099459459	-0.783946298076923	-0.786137121153846	-0.813690002884615	-0.824431927115385	-0.825581284615385	-0.474076784826923	-0.499211469711538
9	WALKING_UPSTAIRS	2	NA	NA	0.262436475714286	-0.14136350865	0.0728662185344828	0.171092447653846	-0.699674831090909	-0.760603188541667	-0.843577383877551	-0.504173433688889	-0.51277846974359	-0.322696874131579	0.0200559948586207	0.0719802129057143	-0.085961871721875	0.0151331293548387	-0.0434346606451613	-0.49908341476087	-0.271251282	0.1391708444375	0.02838843024	-0.0343684083971429	-0.0560398861818182	-0.409764646977273	-0.359686708547619	-0.28576825355814	-0.633533267459459	-0.376988478562791	-0.372876667588571	-0.568399305348837	-0.474181262913953	-0.45475362425	-0.850711445102041	-0.890151956530612	-0.895366774285714	-0.738202328510638	-0.656445522857143	-0.718654944468085	-0.93532268244898	-0.913919356530612	-0.911032959591837	-0.405722335333333	-0.413077554222222	-0.672720616428571	-0.342879549973684	-0.439538453176098	-0.440725274609756	-0.345701883285714	-0.353257978205882	-0.172605187046512	-0.375283346117949	-0.359018541232558	-0.421203136266667	-0.0332046746355526	-0.0917548549740816	-0.311042260897959	0.0660899724764706	-0.057820366325	-0.194425053368421	-0.873659509782609	-0.698647591086957	-0.620288497368571	-0.244071642058824	-0.158979269166667	-0.0509379833571429	0.0295790637586207	-0.0268141988445946	-0.145201827058974	0.0175403148322581	0.0729188370666667	-0.571635521086956	-0.451216221578947	0.0528673838823529	-0.0571830779939394	-0.0463997854324324	-0.0568564758515151	-0.216404711	-0.227744975972973	-0.208005848392105	-0.905321265510204	-0.895659706938776	-0.906868173061224	-0.920589602653061	-0.847642866734694	-0.424812172565957	-0.361115216315789
9	WALKING_DOWNSTAIRS	3	NA	NA	0.295923445	0.00911826061904761	0.141797076	0.0187570208461538	-0.190004565548485	-0.2329597058	-0.124577286433333	-0.131780155079412	-0.227356535636364	-0.195170440736842	-0.06945655384	0.0523643826785714	0.0070431255862069	-0.0162972345384615	0.032083709	-0.10800064301	-0.096567002037037	-0.120964958518519	0.23552177637037	-0.0056141089375	-0.0178009708571428	0.284357680666667	0.00379763456052632	-0.19200085036	-0.167548643945455	-0.1310256593125	-0.148947268405714	-0.191266919466667	-0.111605997748387	-0.0333454572758621	-0.502720684243243	-0.501524651634146	-0.604384263073171	-0.743095458809524	-0.725849882195122	-0.676531018952381	-0.336066110285714	-0.63929343525	-0.696830211904762	-0.785362326428571	-0.702138367857143	-0.692763046904762	-0.685062681190476	-0.610420508725	-0.596381750025641	-0.456082939	-0.491948072805556	-0.437794737968293	-0.486702100402564	-0.422091622592105	-0.447140939025641	-0.0294010051004857	-0.08691970908	-0.0531792337142857	0.07190260408	0.0696610987	0.0326123884153846	-0.299028518151515	-0.536558307692308	-0.811210524146341	-0.245233097470968	-0.244256401297143	-0.263912849169444	-0.04339650352	-0.0852986982333333	-0.01117535584375	0.0310390879333333	0.0504256571904762	-0.110909093235294	0.04203056125	-0.01300816828125	0.112037240634615	0.0855541225806452	-0.060218695632	-0.2390039783225	-0.29081699034375	-0.207604741857143	-0.60117196402439	-0.629070307	-0.629405013571429	-0.463358078236842	-0.673852967380952	-0.778850603571429	-0.668961065
9	SITTING	4	NA	-0.199300685	0.2507798281	0.101397069484848	0.0299963815724138	0.00888950758333333	-0.8783627234	-0.854477981993878	-0.819442843108696	-0.817834336829268	-0.517439403589744	-0.307387666875	-0.0895956957428571	-0.112248986278378	-0.188148583897436	0.00272895341612903	-0.243907635864865	-0.300937061142857	-0.570993494416279	0.00310553802105263	-0.459045589386364	-0.62471193	-0.702518132902439	-0.556554453487179	-0.437256135	-0.676914436225	-0.805115103617021	-0.803681507914894	-0.790357571836735	-0.528894501421915	-0.531900107790909	-0.532865084137778	-0.9592812504	-0.9584307526	-0.9758808024	-0.621876217433333	-0.517230714680435	-0.542993075042553	-0.9745280096	-0.9691919976	-0.9532763336	-0.72940041554	-0.657604594543478	-0.565687473734694	-0.755046797090909	-0.919401052244898	-0.956333491428571	-0.929084694693878	-0.958534616734694	-0.939628818428571	-0.96212355	-0.97623623444898	-0.9502879018	-0.0237165048326087	-0.0823019676021739	-0.85125312756	-0.0654561099071429	0.0500591639852941	0.0158478726545455	-0.728663116113636	-0.635039480866667	-0.504423168674419	0.217916999310345	0.425507318275862	0.43215515862069	-0.292372646825581	-0.43681693205	-0.48522770205122	0.0193106584722222	-0.226558675209302	-0.208951837368421	-0.461864772666667	-0.0571291213796774	-0.636868562628889	-0.688752688340909	-0.641313882142857	-0.853679477270833	-0.852200205208333	-0.848591447346939	-0.9614382276	-0.9659985604	-0.9736830198	-0.9731314084	-0.9519780638	-0.573627097752083	-0.744057459757143
9	STANDING	5	NA	NA	0.282310057333333	0.0171829141363636	0.1059511165	0.0596431938846154	-0.970840057333333	-0.906093991555556	-0.823446595139535	-0.636510614571429	-0.391936335588235	-0.233433652068966	-0.0551384268333333	-0.0657806794642424	-0.129459548407812	0.0141679743125	0.0355505230588235	-0.48267055	-0.698966657238095	-0.0220645652689655	-0.435272691789655	-0.382489239030769	-0.676878245028571	-0.481821156975676	-0.574962147513513	-0.541471273461538	-0.755658783243902	-0.765005412465116	-0.864802919285714	-0.480118602764706	-0.378272880226829	-0.562565603157143	-0.983900354444444	-0.980597933111111	-0.981667211111111	-0.597918867025	-0.513129443380952	-0.535171369710526	-0.970958981555556	-0.962051459333333	-0.967061423777778	-0.758914273688889	-0.690410104022727	-0.593646669142791	-0.65832045297619	-0.972360044888889	-0.980066066888889	-0.989739882666667	-0.982265612666667	-0.992285337111111	-0.983459491555556	-0.992744285333333	-0.997051707333333	-0.0223245304238095	-0.0982435973325581	-0.873529333911111	0.00700255655806452	-0.0511192925192308	0.0833750703774194	-0.727898124976744	-0.694846753513514	-0.310394432257143	0.515221434285714	0.626804683448276	0.2690525588	-0.211313355	-0.316189401552632	-0.413631443412368	-0.034434900025	-0.0992555420657143	-0.44138857969697	-0.636206669690476	0.010368177	-0.61722335602439	-0.743489754894737	-0.607718218268293	-0.875779070045556	-0.936038670444444	-0.946150246222222	-0.980042865777778	-0.980772059555556	-0.978584512	-0.973440254222222	-0.955185474222222	-0.693649440595238	-0.698812244218605
9	LAYING	6	NA	-0.41627026	0.26702162148	0.144735168026667	0.0462744357322581	0.0424057334896552	-0.784955448510638	-0.763569039956522	-0.702204441863636	-0.436993398484848	-0.0146764537142857	0.0255179020689655	-0.186456759111905	-0.51600946332439	-0.5565751132	-0.0334086971935484	-0.438355905214286	-0.389824822972973	-0.571222845833333	0.020540151216129	-0.593071181113636	-0.658049211717391	-0.693334205333333	-0.603350029025	-0.599852285107143	-0.60253384332093	-0.775799066326531	-0.844344689918367	-0.842478868163265	-0.393572775369268	-0.352504325359524	-0.501425367769231	-0.9840257288	-0.979219298	-0.9755354038	-0.557246422197872	-0.600399212489362	-0.5243559518	-0.9736510428	-0.9575644714	-0.922152736	-0.741546249244898	-0.64274902725	-0.602475896	-0.570605808707143	-0.9588389682	-0.9830259132	-0.993989828	-0.9985897464	-0.9987038722	-0.9984576968	-0.9981317538	-0.9987745884	-0.0223312222083333	-0.108825454962	-0.9150763577	0.122919304303333	0.132535613677419	0.00835970487878788	-0.5091143877975	-0.358626992439024	-0.412311433575	0.124293568378378	-0.1948901409375	-0.141440321707317	-0.572977607844186	-0.653399128642857	-0.625924640995918	0.0163662600742857	-0.492514265711628	-0.291968286216216	-0.326606998170732	0.16811602867931	-0.639565027022727	-0.634044086891304	-0.659360738906977	-0.891051181717391	-0.85461009234	-0.9306947248	-0.9771416502	-0.9736708502	-0.9754119236	-0.9708118386	-0.8884755118	-0.60909788922	-0.614139238909091
10	WALKING	1	NA	NA	0.278574076603774	0.07820767915625	0.0491288633810811	0.0732935725188889	-0.140460066916667	-0.221685006369565	-0.693385820466667	-0.123794249036735	-0.229821434081081	-0.176153218252273	0.140633959461538	0.254751737344828	0.173709047189286	-0.0860749799333333	-0.00798237321212122	-0.0872079731212121	-0.282993266261905	-0.314184005975	0.0341255416764706	-0.0529002374594595	-0.0785424041648649	-0.058506806766	-0.1152772011684	-0.175860498225581	-0.17954725755814	-0.215768946046512	-0.283378481045652	-0.42595232775	-0.378952283875	-0.429456854938776	-0.619222369471698	-0.646182556510204	-0.544301063773585	-0.481759164041667	-0.468699848752174	-0.457654292605263	-0.68605708754717	-0.63998914802	-0.623179825358491	-0.681212502	-0.695234008196078	-0.582760151377358	-0.591408068490566	-0.415664858510204	-0.400325055288889	-0.266614316068182	-0.280012653133333	-0.268737010204545	-0.309764507795455	-0.290552484522727	-0.324957310458333	-0.0211403335065217	-0.0930498962981132	-0.176840523588235	0.114252244194286	0.0660512002515151	0.0301991204358974	-0.683679485294118	-0.918039971754717	-0.941897258679245	-0.269143052083721	-0.269939710084444	-0.25233715276	0.099862245969697	0.089291571362069	0.107952904228571	0.0970183109333333	0.0514637070555556	-0.114602467585366	-0.107090880942857	-0.117136263823529	0.0393353520967742	0.0362198600829268	-0.0858020547	-0.407611863934043	-0.429555408938776	-0.410271500581395	-0.665535525306122	-0.570223572237255	-0.53005962214	-0.697032170192308	-0.616233633423077	-0.665452208076923	-0.516854721283019
10	WALKING_UPSTAIRS	2	NA	NA	0.267121853404255	0.121448616774194	-0.0219236406857143	0.0248820203730769	-0.1059419401	-0.167783616269697	-0.249305802230556	-0.1869325268	-0.380101091168293	-0.287754546116279	0.0361298214885714	-0.0407807429064516	0.0312481879580645	-0.00768738993548387	-0.0208292606764706	-0.139881202	-0.348953727694444	-0.2563692253125	-0.0267905509724138	0.11069998162069	-0.0120358974411765	-0.0996885335333333	-0.0264787049621622	-0.0305643026517241	-0.266524783552632	-0.262824154777778	-0.218954123217647	-0.218788470815789	-0.205029962418605	-0.363740781486486	-0.715292122787234	-0.748092465869565	-0.717546523148936	-0.532199894893617	-0.550864516361702	-0.63379647	-0.729944046574468	-0.799896075319149	-0.790129379361702	-0.734124347978261	-0.734740903159091	-0.476388592285714	-0.459156395745238	-0.4364748422	-0.398770666575	-0.323187147081081	-0.264920037205128	-0.311115240305263	-0.34795311627027	-0.286502111236842	-0.326078009907317	-0.02691951096	-0.0834300408222222	-0.168644540888372	0.069196946213	0.0377986284642857	0.0491148366233333	-0.419107663682927	-0.628381712568182	-0.749122333636364	-0.309343208790244	-0.358391556642857	-0.30383265262381	-0.0492048243416667	-0.151134152097222	-0.0951447358909091	-0.106735108544118	-0.10378413153125	-0.160661725238095	-0.252141618333333	-0.01409899496875	-0.0407897778967742	-0.0237879513314286	-0.0549117509181818	-0.188287737761707	-0.340836437615385	-0.320781739331429	-0.742699739361702	-0.726667160851064	-0.765248431276596	-0.747925798297872	-0.78995695306383	-0.708279150711111	-0.40558485102439
10	WALKING_DOWNSTAIRS	3	NA	NA	0.290401594315789	0.0100476711333333	-0.0965724022727273	0.056419146	0.2270075110125	0.395180559142857	0.20585639655	0.00201989583333334	0.0150779655909091	0.0300082497344444	0.0266822567916667	0.0116054608	0.0664093290538462	-0.2941636517	0.00954903084615384	-0.0627332291333333	-0.294745544615152	-0.211413467	0.291722661318182	0.160147790259259	0.16804558925	-0.0498496148	0.108036694541667	0.0138548538333333	0.0237237468275862	-0.0297888221111111	-0.05042025908	-0.2164393703125	-0.260217399678125	-0.2724696859375	-0.232713479655172	-0.262532641185185	-0.251874159412121	-0.576505205972973	-0.649794580157895	-0.641314854333333	-0.127760923217391	-0.230028373903226	-0.379434760666667	-0.471347542105263	-0.477460278457143	-0.632543640459459	-0.611021475675676	-0.645709840810811	-0.649133507702703	-0.628208301873684	-0.608047880508108	-0.634060697027027	-0.663244392810811	-0.604313172263158	-0.554330277602632	-0.0265484531424242	-0.0957419339189189	-0.11543641028	0.12685170163528	0.0445407881041667	0.116639300606364	-0.195016594110714	-0.40023671844	-0.322582198931034	-0.0313822767916667	0.0292838073095652	0.0864593616664	0.08160517887	0.0931200230814815	0.0884671495684211	-0.324255640354839	-0.0567383666923077	0.00698239616666666	-0.297615051470588	-0.250683547333333	0.219212933181818	0.1220723302676	0.082076377184	-0.0622847681034483	-0.0921537024735714	-0.082249180788	-0.33374274183871	-0.371810601	-0.334100133181818	-0.0253710534375	-0.3421931776875	-0.474451760671429	-0.625864512891892
10	SITTING	4	NA	NA	0.270612056481481	0.122895090889667	0.0851946712190476	0.0170806875310345	-0.67966884	-0.813132553846154	-0.867705474754717	-0.988021666153846	-0.911561650392157	-0.849455690697674	0.0845844589333333	0.0816188926	-0.0416620035135135	-0.00147727585675676	-0.070296889566875	-0.762758624843137	-0.666392552166667	0.2023152154	-0.125858528182857	-0.0885532000228571	-0.131080608192105	-0.798409748211538	-0.867331598522727	-0.713933483016981	-0.531917285744186	-0.493238048822222	-0.464661813744681	-0.829845548897959	-0.72428145745098	-0.742888483916667	-0.993869511851852	-0.994929504814815	-0.994924097962963	-0.852758584132076	-0.824037538529412	-0.780153132384615	-0.993114890555556	-0.989277216666667	-0.98253817037037	-0.915708276185185	-0.947126543333333	-0.738359223160417	-0.555728394186046	-0.619461266025	-0.836477625877551	-0.810391792571698	-0.896320709973077	-0.931692048627451	-0.920443571018868	-0.932241027037037	-0.999733827407407	-0.0209839362158824	-0.092928817537037	-0.939151649462963	0.136528120787879	0.0935089391615385	0.0217474684242424	-0.891211158679245	-0.876374453924528	-0.7103836224	-0.494633527272727	-0.327804261	0.289514702702703	-0.136052395940541	-0.110465669885	-0.145159343477273	0.0356467970540541	-0.0575484683	-0.83798617798	-0.683445009836735	0.155469656791667	-0.164805183194444	-0.19465287724619	-0.343657266342105	-0.572471549282609	-0.595085255423077	-0.788113040612245	-0.994436656851852	-0.994533784444444	-0.99408102037037	-0.991033342592593	-0.986023508888889	-0.932958057384615	-0.4868731108
10	STANDING	5	NA	NA	0.276650300681818	0.187702601733333	0.0194123928181818	-0.00797173626923077	-0.984572213095238	-0.873356185454545	-0.964897204285714	-0.912041364615385	-0.686060766285714	-0.401664703548387	0.0182516446777778	0.0177080607142857	-0.144337181321429	0.02621255910625	-0.00948713562121212	-0.633381462	-0.782974311	0.0592051341192308	-0.259574875333333	-0.556604397266667	-0.460759961866667	-0.599112224307692	-0.678311064513514	-0.629290427865789	-0.659878374960976	-0.76133058025	-0.786166500119048	-0.465923212564103	-0.600457118930833	-0.497498770775	-0.985944285681818	-0.988070571136364	-0.986497069090909	-0.59926482025641	-0.548904878534884	-0.56159125675	-0.985840966818182	-0.969870887045455	-0.951687082954545	-0.841383573409091	-0.812482408340909	-0.549841305023256	-0.667027932975	-0.926838356428571	-0.963612095116279	-0.954362444318182	-0.978274221590909	-0.990546989318182	-0.984559091136364	-0.999232559285714	-0.946954319061364	-0.0200647588473684	-0.0948990461772727	-0.861368902272727	0.141603358608696	0.0651101877027027	-0.0639906775172414	-0.774987153860465	-0.768491417631579	-0.494005296684211	-0.110248055666667	-0.0473533803333333	0.216483943478261	-0.0514039788611111	-0.198581779111111	-0.244092238018333	-0.011733143	-0.123714729194444	-0.609942159090909	-0.675302623809524	0.0310166789029412	-0.6246252686	-0.613596419657143	-0.580246516315789	-0.863972916	-0.808451193232558	-0.884778818809524	-0.9839060175	-0.983395043636364	-0.975645877954545	-0.983271360227273	-0.946905313181818	-0.750495392785714	-0.669710897894737
10	LAYING	6	NA	NA	0.280230574137931	0.1219280764375	0.130407287529412	0.118231580244444	-0.819570954945455	-0.747142635703704	-0.654816238907407	-0.167357864358974	0.037206485945946	0.273532962121212	0.0018103995945946	0.06067659984	-0.0502569690263158	-0.0314058655882353	0.0533898816511628	-0.671788075609756	-0.752726721074074	0.0972619900709677	-0.0526236192926829	-0.162422206608333	-0.204120387853659	-0.535817394704545	-0.377190363134	-0.476652322979167	-0.621485884897959	-0.669024042622641	-0.76628915854	-0.386381506333333	-0.37430945123913	-0.368356005347826	-0.994649043275862	-0.992275645862069	-0.992185659310345	-0.694971684361702	-0.538959098462745	-0.506786270804545	-0.994459795689655	-0.972945750517241	-0.966316833793103	-0.92021417631579	-0.880349511071429	-0.369584601254902	-0.45603168046087	-0.846267947758621	-0.957878662241379	-0.986189360714286	-0.94546539487931	-0.971262065614035	-0.979227508568966	-0.997263082068966	-0.999499581206897	-0.0254393617089286	-0.114151512056897	-0.938660354172414	0.194563357966667	0.183971141714286	0.0281447459756098	-0.567544701288889	-0.312745036315789	-0.0996504403958333	0.411483113428571	0.23916775	-0.107309493829787	-0.0412246209953488	-0.213360838717872	-0.418095066209302	0.0397805585487805	-0.0296806407413043	-0.268490987291667	-0.659197611746154	0.126204184102632	-0.377711879952381	-0.49750165654	-0.6843834465	-0.759439812206896	-0.913666489907407	-0.85367821154386	-0.991034213275862	-0.988273160172414	-0.987231671724138	-0.988895292068966	-0.979064706034483	-0.850820190741379	-0.423393702108889
